month,year,ninety,seventyf,mean,twentyf,ten,count
10,1987,6.5,5.125,2.75,1.125,0,31
10,1981,6,4.125,2.5,0.5,-0.75,31
10,1935,12.25,7.35,3.6,-1.275,-13.05,31
10,1929,9.45,7.5,4.7,2.625,-1.1,31
10,1959,4.7,3.75,1.95,-0.425,-1.95,31
10,1900,6.4,3.35,0,-1.65,-2.8,31
10,1891,9.2,8.05,5,3.075,2.2,31
10,2011,5,4.5,1.75,-0.875,-2,31
10,1893,4.7,2.775,1.65,-0.15,-2.5,31
10,1989,7.75,5.5,3.25,0.75,-1.25,31
10,1997,3.25,2.125,0.75,-0.75,-3.25,31
10,1968,5.25,2.5,1.1,-1.125,-1.7,31
10,2008,6.75,3.5,0.25,-1,-2,31
10,1918,7.5,4.825,2.5,0.8,-0.3,31
10,1991,8.5,4,0.5,-6.375,-11.75,31
10,1951,0.190001,-1.7625,-5.15,-7.6375,-9.21,20
10,2004,9,7.375,0,-3.25,-4.75,31
10,1919,5.55,2.775,0.55,-5.575,-10,31
10,1932,5.3,3.05,1.4,-2.05,-3.3,31
10,1954,8.65,5.825,1.1,-1.25,-2.5,31
10,1943,9.45,4.025,1.1,-0.875,-2.5,31
10,1994,6.25,3.5,1.5,0.375,-0.75,31
10,1998,6.75,5,2.5,0.5,0,31
10,1925,5.85,5,1.65,-0.95,-5.3,31
10,1938,6.65,5.825,4.15,2.5,0.8,31
10,2003,10.5,5.875,3,1,-7,31
10,1982,9.25,6,3,-1.25,-4,31
10,1975,5.8,4.45,3.35,-1.25,-1.95,31
10,1962,6.95,5.8,3.35,1.675,0.8,31
10,1971,10,6.1,0.25,-3.05,-5.55,31
10,1946,1.1,0.55,-0.8,-2.65,-4.7,31
10,1895,7.75,7.225,5.85,4.2,3.3,31
10,1912,6.35,2.8,1.4,-2.8,-4.15,31
10,1897,7.5,5.425,4.7,2.75,0.55,31
10,1896,6.4,5.55,4.45,2.5,0.85,31
10,1898,4.15,3.2,1.1,0.425,-1.7,31
10,1915,5.3,4.3,2.2,0.8,-0.85,31
10,1923,10.55,7.8,5.8,0.125,-2.5,31
10,1955,5.55,3.6,0.8,-0.975,-3.35,31
10,1922,6.4,6.1,5.55,2.8,0.85,31
10,1917,7.2,5.975,1.65,-0.55,-3.3,31
10,1889,11.95,8.875,5.3,3.875,0,31
10,1927,5.8,4.575,1.95,-0.575,-2.5,31
10,1988,11.5,9.625,3.5,0.875,-1.25,31
10,1916,7.25,4.45,1.95,-1.25,-2.8,31
10,1979,11,7.25,4,0.625,-1.75,31
10,1905,2.75,1.275,0.55,-1.675,-5.55,31
10,1899,6.95,3.35,0.55,-1.375,-4.45,31
10,1942,5.3,4.175,2.5,0.95,-0.85,31
10,1901,10.55,9.45,6.65,2.8,1.1,31
10,2007,6,4.25,2,0.125,-0.25,23
10,1986,9.25,8,6.5,4.875,0.25,31
10,1928,3.9,3.075,1.4,0,-1.15,31
10,1961,7.8,3.625,-0.3,-2.8,-5.3,31
10,1964,9.45,6.675,4.45,0,-1.95,31
10,1945,7.75,6.7,2.5,-3.3,-6.35,31
10,1908,8.35,5.975,2.5,-0.25,-4.15,31
10,1933,5.55,3.05,-1.15,-5.825,-8.05,31
10,1952,10.55,8.2,6.7,3.325,1.4,31
10,1907,8.85,7.525,5.55,3.725,1.7,31
10,1977,5,3.35,1.95,0.4,-1.1,31
10,1953,9.2,7.775,5.3,2.5,0.25,31
10,1973,2.5,2.2,1.4,-0.125,-1.15,31
10,1995,4,3.125,2,0.75,-3.25,31
10,1960,7.8,6.65,4.45,0.85,-0.3,31
10,1909,5.8,3.875,1.65,0.125,-1.4,31
10,1904,6.1,5.275,4.45,2.225,1.1,31
10,1993,9.75,5.375,3.5,2.375,-0.5,31
10,1999,8,4.75,1.5,0,-1.25,31
10,1965,8.05,7.075,4.45,1.125,-1.35,31
10,1980,12,6.25,4.25,2.375,0,31
10,1939,4.45,3.75,2.2,-2.225,-5,31
10,1958,8.6,5.55,4.45,1.65,-1.1,31
10,1913,3.6,1.375,-0.55,-1.95,-2.8,31
10,1934,6.4,2.925,0,-1.925,-5,31
10,1957,5.8,3.75,2.2,-1.55,-6.35,31
10,1892,10.6,8.325,5.55,3.075,-0.55,31
10,1948,5.55,3.325,1.1,-1.675,-3.05,31
10,1947,6.65,3.6,1.1,-0.85,-1.4,31
10,1910,4.45,3.075,1.65,-1.275,-2.5,31
10,1926,7.5,5.7,3.6,1.525,0.85,31
10,1970,5.85,4.425,2.2,-0.95,-3.05,31
10,1890,6.4,4.025,2.2,0.55,-2.25,31
10,1992,7.75,3.625,2,0.875,-4.25,31
10,1914,10.25,7.65,5,3.2,1.65,31
10,1911,7.75,5.8,2.5,-1.125,-2.25,31
10,1888,13.05,6.375,1.35,-2.075,-3.35,31
10,1985,-1.25,-1.25,-1.25,-1.25,-1.25,1
10,1921,6.65,5.425,2.2,-0.125,-3.05,31
10,1984,10.75,5.875,0.5,-3.125,-16,31
10,1936,8.6,5.275,2.5,-2.225,-3.9,31
10,1902,7.75,7.225,5,1.7,0,31
10,1983,5.3,4.9375,3.5,2,0.425,30
10,1967,5.3,4.3,1.65,0,-2.5,31
10,2005,6,4.5,2.5,1.125,-0.5,31
10,1920,3.05,1.925,0.55,-2.375,-3.9,31
10,1974,8.05,5.15,3.9,1.375,0.25,31
10,2001,3.75,2.5,0.75,-1,-2,31
10,1894,5.8,3.475,1.9,-0.55,-1.1,31
10,1996,7.25,4.875,-0.5,-3,-5.5,31
10,1906,7.2,5,2.8,1.375,-1.15,31
10,1940,7.5,3.75,2.5,0.125,-1.4,31
10,2006,7,4.5,2.75,0.625,-5,31
10,1944,10.25,6.825,5.85,4.875,3.35,31
10,1931,5.25,4.7,3.05,2.075,1.15,31
10,1990,3.025,1.6875,-0.125,-1.75,-3.025,30
10,1956,6.4,2.5,-0.3,-3.725,-8.05,31
10,1941,6.65,3.75,2.5,1.25,0.25,31
10,1903,6.1,5.55,2.8,0.55,-0.55,31
10,1924,7.8,6.125,3.6,0.725,-0.8,31
11,1928,1.1,0.4875,-1.675,-3.9,-6.705,30
11,1901,3.35,1.65,0,-2.8,-4.45,30
11,1957,1.655,0.55,-2.9,-5,-5.905,30
11,1983,0.799999,-1.9375,-4.75,-7.4375,-9.95,18
11,1913,2.33,-0.5,-4.15,-6.0375,-8.385,30
11,1998,-0.450001,-1.0625,-2.25,-3.875,-6.325,30
11,1918,0.0549992,-1.175,-3.175,-4.5,-6.725,30
11,2004,1.5,-1,-3.5,-5,-6.6,29
11,1909,0.0249996,-3.125,-5.975,-10.6875,-14.18,30
11,1986,0.174997,-2.8125,-4.25,-7.0625,-11.825,30
11,1963,0.0849987,-2.575,-3.6,-5.4125,-12.635,30
11,1964,-0.775,-1.7625,-5.975,-8.2625,-10.685,30
11,1914,2.305,-0.1375,-2.775,-5.1875,-9.15,30
11,2011,-0.5,-3.25,-5.25,-8,-10.6,29
11,1939,3.9,2.3625,0.95,-0.225,-1.205,30
11,2008,1.15,0,-1.5,-4.75,-6.35,29
11,1961,-0.520001,-3.6,-8.05,-11.1,-12.06,30
11,1992,0.5,-1.0625,-3,-5.9375,-7.175,30
11,1947,0.419997,-2.3875,-4.45,-6.5875,-12.275,30
11,1960,0.0599991,-2.0875,-3.9,-7.3625,-10.255,30
11,1968,0.904999,-1.4,-2.075,-4.725,-9.365,30
11,1925,0.954998,-0.55,-2.475,-4.0125,-8.63,30
11,1897,-1.625,-4.2,-9.575,-14.7875,-18.225,30
11,1958,0.379999,-2.5625,-5.55,-11.1,-14.45,30
11,1915,-3.325,-4.45,-6.1,-7.9875,-10.605,30
11,1980,3.275,0.8125,-2,-5.4375,-8.325,30
11,1923,2.53,1.875,0.425,-3.275,-6.425,30
11,2002,2.375,1.25,-0.375,-2,-3.55,30
11,1974,0.0799988,-2.3875,-3.35,-6.325,-7.805,30
11,1898,-0.775,-2.05,-4.575,-7.975,-12.415,30
11,1972,0.875,-0.6875,-2.925,-5.775,-7.5,30
11,1987,3.25,1.25,-0.25,-3.375,-5.275,30
11,1971,0.625,-0.625,-2.775,-5.225,-8.855,30
11,1935,1.455,-1.2,-2.775,-6.9375,-9.175,30
11,2005,1.525,0.8125,-3.375,-5.5,-11.825,30
11,2006,2.1,-0.9375,-5.25,-9.8125,-19.025,30
11,1930,3.33,1.0375,-0.725,-3.2375,-7.2,30
11,1902,0.55,-0.275,-3.9,-7.2,-11.71,30
11,1895,3.305,0.7125,-1.1,-5.15,-6.215,30
11,1893,0.0499997,-1.1,-3.9,-12.2,-17.96,29
11,1912,0.604999,-0.25,-3.475,-5.9625,-6.93,30
11,1969,3.375,1.5125,-0.275,-1.7375,-4.095,30
11,1946,0.25,-1.7625,-4.275,-8.825,-15.025,30
11,1924,1.82,-0.6875,-2.625,-7.2375,-13.33,30
11,1926,3.33,1.5125,-2.5,-4.95,-7.61,30
11,1976,0.0549992,-0.625,-2.925,-5.275,-8.135,30
11,2000,-0.725,-1.3125,-3.625,-5.5,-8.25,30
11,2003,-1.925,-3.3125,-6.5,-9.3125,-12.5,30
11,1975,3.135,0.0625001,-4.3,-6.5875,-13.545,30
11,1910,0,-1.2375,-2.8,-7.125,-10,30
11,1951,0.83,-0.625,-2.1,-5.55,-9.225,30
11,1921,3.685,-0.2625,-4,-7.6125,-14.84,30
11,1945,0.58,-4.7,-9.6,-12.25,-13.71,30
11,1990,0.275,-3.0625,-5.375,-8.3125,-11.175,30
11,1888,1.385,-0.55,-2.775,-6.8875,-10.325,30
11,1941,0.255,-0.2625,-0.975,-4.0125,-8.03,30
11,1934,2.035,0.1875,-4.45,-5.775,-8.135,30
11,1981,4.525,0.6875,-1.125,-3.9375,-5.775,30
11,1890,5.11,3.3375,0.95,-2.75,-4.235,30
11,1922,2.275,0.775,-2.65,-4.675,-6.975,30
11,1962,3.075,-0.6125,-2.075,-4.9375,-7.255,30
11,2001,3.6,2.9375,-1.375,-5.1875,-8.2,30
11,1900,2.755,1.1,-1.375,-10.9625,-18.075,30
11,1919,2.525,-1.05,-7.625,-11.7375,-16.265,30
11,1989,0.824999,0.1875,-2.5,-6,-7.6,30
11,1997,0.299999,-1.125,-3.125,-4.5625,-5.625,30
11,1891,4.645,0.55,-0.425,-6.3,-12.665,30
11,2007,0.675,-0.625,-3.625,-6.5,-7.925,22
11,1948,-1.875,-3.4125,-4.575,-6.875,-7.99,30
11,1965,0.604999,-0.55,-3.175,-6.5125,-13.58,30
11,1955,-2.66001,-5.1375,-11.125,-19.5875,-25.575,30
11,1904,5,3.3375,1.65,-1.1,-3.46,30
11,1942,-1.475,-5.2,-10.7,-12.725,-14.225,30
11,1929,2.615,1.3375,-1.65,-5.6625,-8.9,30
11,1999,2.775,0.1875,-1.5,-5.4375,-6.275,30
11,1993,1,-0.5,-2.875,-6.8125,-14.1,30
11,1984,-1.425,-2.0625,-5.5,-8.625,-10.825,30
11,1966,0.139998,-1.7625,-5.7,-8.9875,-11.215,30
11,1908,6.98,5.6375,0.125,-2.625,-4.925,30
11,1907,1.105,0.3375,-1.675,-3.7625,-5.88,30
11,1970,3.43,0.55,-2.625,-13.6625,-20.085,30
11,1944,1.285,-0.725,-2.5,-4.6375,-6.155,30
11,1952,2.23,-0.325,-2.65,-5.075,-10.905,30
11,1943,2.555,0.225,-1.4,-2.4375,-3.77,30
11,1956,2.525,-0.0125,-2.65,-5.2,-6.675,30
11,1982,-2.05,-3.75,-4.75,-9.25,-13.2,30
11,1938,-0.470001,-1.275,-3.475,-6.1,-6.735,30
11,1959,0.0299995,-1.7125,-4.3,-7.75,-18.46,30
11,1933,1.1,-1.275,-2.65,-4.45,-5,30
11,1903,2.8,1.375,-3.075,-8.8875,-14.675,30
11,1911,0.575,-1.025,-4.875,-11.5875,-19.865,30
11,1932,5.025,3.55,-0.55,-2.1375,-3.105,30
11,1995,0.299999,-0.5,-2,-3.75,-6.45,30
11,1894,2.78,1.575,-2.2,-6.2875,-8.35,30
11,1905,3.955,2.2375,0.275,-3.7625,-15.275,30
11,1973,-2.77,-5.5375,-8.6,-13.6125,-15.83,30
11,1985,-2.725,-5.0625,-19.625,-23.625,-29.575,30
11,1940,-2.175,-3.05,-4.425,-10.6875,-17.15,30
11,1916,-0.750001,-3.125,-4.75,-7.2875,-10,30
11,1994,-1.95,-4.25,-5.75,-8,-10.85,30
11,1979,2.05,-1,-3,-5.9375,-6.925,30
11,1896,-2.175,-8.4,-16.95,-21.8875,-25.055,30
11,1906,0.634999,-0.7625,-3.05,-5.85,-7.805,30
11,1937,1.4,-0.075,-1.4,-8.4,-14.155,30
11,1927,-1.625,-5.55,-8.175,-12.25,-15.17,30
11,1996,-1,-2.375,-6,-10.1875,-19.7,30
11,1988,0.824999,-1.8125,-2.75,-5.8125,-8.575,30
11,1967,1.18,-0.0625,-3.325,-6.1,-7.555,30
11,1917,5.885,3.8375,2.525,0.7,-3.74,30
11,1889,3.075,1.65,-1.225,-3.525,-7.635,30
11,1892,4.18,0.0875001,-5.4,-9.6375,-17.58,30
11,1899,5,3.3375,1.95,0.55,-2.33,30
11,1953,4.53,2.425,-1.95,-3.4625,-4.255,30
11,1991,1.025,0.0625,-1.75,-4,-6.6,30
11,1977,1.215,-1.2125,-5.125,-8.5,-21.44,30
11,1954,4.155,3.0875,1.65,-0.775,-2.64,30
11,1936,4.785,1.1,-3.2,-4.9375,-6.735,30
11,1920,0.304999,-0.55,-2.1,-3.5375,-6.65,30
11,1931,0.55,-1.2,-3.9,-7.3625,-13.485,30
12,1965,-1.4,-3.575,-9.75,-15.45,-20.85,31
12,1892,-0.55,-1.95,-4.15,-6.7,-13.05,31
12,1982,-3,-4.625,-7.25,-9.625,-11.25,31
12,1906,-0.8,-3.2,-6.65,-12.8,-15.55,31
12,1938,-3.05,-3.725,-6.7,-10.425,-15.55,31
12,2001,-3.5,-7,-7.75,-11.5,-12.75,31
12,1994,1.25,-3.75,-7.5,-11.75,-17,31
12,1909,-3.1,-6.375,-11.4,-16.1,-22.5,31
12,1927,-1.95,-7.925,-11.4,-21.25,-28.6,31
12,1919,1.65,-0.275,-8.6,-15.525,-21.4,31
12,1991,0.25,-1.625,-3.25,-5.5,-7.75,31
12,1889,-2.445,-5.35,-11.225,-15.25,-17.035,30
12,1891,-3.9,-4.975,-7.5,-8.875,-13.6,31
12,1917,-2.25,-4.6,-9.15,-14.725,-23.6,31
12,1922,0.8,-1.075,-7.5,-22.225,-24.2,31
12,1989,1,-0.625,-3.25,-7.75,-10.75,31
12,1893,-5.55,-5.55,-5.55,-5.55,-5.55,1
12,1915,-1.65,-4.6,-6.95,-8.6,-14.15,31
12,1997,0,-2,-4.75,-7.125,-8.5,31
12,1948,-8.08,-9.3,-10.3,-14.3,-21.22,27
12,1923,-0.3,-2.95,-6.4,-9.725,-20,31
12,1940,-1.4,-1.95,-2.75,-5.675,-13.6,31
12,1929,-1.1,-3.9,-7.2,-14.725,-21.65,31
12,1957,-1.4,-4.3,-6.4,-8.475,-10.85,31
12,1902,-1.65,-2.5,-6.65,-12.075,-15.55,31
12,1912,-2.5,-3.475,-5.55,-8.75,-10.25,31
12,1920,-1.65,-3.325,-5.85,-7.65,-10,31
12,1903,0,-1.925,-3.35,-5.825,-7.75,31
12,1953,-2.5,-3.725,-4.75,-6.8,-7.5,31
12,1971,-6.95,-9.6,-12.5,-15.575,-24.45,31
12,1990,-3,-4.875,-9.5,-16.75,-25.75,31
12,1962,0,-0.8,-3.6,-8.05,-10.55,31
12,2006,-0.5,-1.375,-5.25,-8.125,-10,31
12,2007,-6.325,-6.9375,-8.625,-10.0625,-12.15,24
12,1977,-1.7,-10.55,-15.25,-20.7,-27.2,31
12,1980,2.5,0.25,-6.25,-15.125,-21,31
12,1936,-2.5,-4.575,-8.05,-13.475,-19.15,31
12,1988,-2.25,-3.875,-7.75,-10.25,-13.25,31
12,1983,-5.5,-7.5,-13,-19.5,-25.25,31
12,1939,1.1,0,-1.95,-4,-8.05,31
12,2003,-1.5,-3.5,-6.25,-9.625,-12.25,31
12,1921,-0.55,-3.2,-11.1,-16.65,-20.3,31
12,1959,-1.9,-2.65,-5.8,-8.175,-10,31
12,1984,-5.25,-6.625,-12.5,-19,-25,31
12,1974,-0.8,-3.05,-5,-6.65,-9.45,31
12,1930,-0.55,-2.5,-3.6,-5.975,-7.2,31
12,1976,-1.35,-2.625,-5.3,-7.35,-9.2,31
12,1943,-2.5,-3.475,-5.25,-7.35,-8.6,31
12,2002,0.25,-2.125,-6.25,-9.25,-10.5,31
12,1985,-1.25,-2,-5.5,-8.875,-13.25,31
12,1958,0,-1.95,-5.25,-8.875,-19.4,31
12,1928,-0.55,-3.2,-5.55,-7.625,-12.8,31
12,1904,0,-3.35,-3.9,-7.475,-11.1,31
12,1932,-2.25,-2.625,-4.75,-11.25,-12.5,31
12,1900,1.65,0.275,-2.2,-4.45,-9.15,31
12,2009,-8.5,-8.5,-8.5,-8.5,-8.5,1
12,2008,-3.7,-7.5,-12.5,-23.25,-26.8,29
12,1969,-2.25,-3.75,-5.55,-7.375,-8.1,31
12,1967,-2.5,-4.725,-6.9,-9.875,-18.6,31
12,1999,-1.5,-2.375,-3,-5.875,-9,31
12,2004,-21,-21,-21,-21,-21,1
12,1951,-4.7,-9.175,-12.2,-17.2,-21.7,31
12,1931,-4.45,-5.125,-6.95,-8.45,-9.7,31
12,1942,0,-3.05,-8.35,-14.3,-15.25,31
12,1918,-1.95,-2.65,-5.85,-9.725,-12.5,31
12,1913,1.95,0.7,-2.25,-8.925,-10.85,31
12,1968,-3.6,-7.9,-11.4,-18.3,-33.3,31
12,1905,-0.55,-1.525,-3.35,-6.65,-8.35,31
12,1993,-1.5,-3,-4.5,-6.5,-9.25,31
12,1954,-0.25,-1.8,-4.45,-6.525,-13.3,31
12,1888,1.1,-2.775,-4.45,-10.825,-12.5,31
12,2011,-1.5,-3.5,-5.25,-8.25,-9.9,19
12,1981,-5,-6.375,-9,-11.375,-19.25,31
12,1935,-0.25,-1.65,-4.15,-5.275,-5.85,31
12,1998,-1.75,-3.625,-6.75,-10.5,-19,31
12,1964,-4.7,-7.5,-13.6,-19.325,-24.75,31
12,1911,0.55,-2.475,-5.55,-10.275,-22.2,31
12,1987,-1.75,-3.25,-7,-8.875,-12,31
12,2000,-1.5,-3.125,-6.5,-14.875,-20.5,31
12,1947,-1.7,-4.425,-4.45,-6.925,-8.9,31
12,1925,2.25,0.975,-0.55,-5.275,-7.5,31
12,1890,1.95,-1.5,-4.2,-7.5,-9.45,31
12,1895,3.6,0.4,-7.25,-10.55,-14.45,31
12,1937,0.25,-0.125,-1.95,-15.95,-21.1,31
12,1992,-5.5,-6.75,-10,-16.25,-22.25,31
12,1924,-0.25,-3.625,-10.55,-20.125,-27.2,31
12,1946,0.85,-0.85,-6.4,-9.025,-10.85,31
12,1898,-0.85,-2.8,-5.55,-9.3,-13.9,31
12,1979,-0.25,-1.375,-4.5,-8.125,-12.25,31
12,2005,1,-1.125,-5,-10.625,-14,31
12,1970,-5,-6.4,-8.35,-13.325,-16.95,31
12,1941,-2.2,-2.775,-8.6,-15,-23.35,31
12,1897,-0.55,-1.65,-3.05,-5.55,-10,31
12,1956,-0.55,-2.225,-5,-9.3,-19.15,31
12,1972,-1.7,-4.725,-10.3,-18.025,-22.5,31
12,1933,-4.15,-6.775,-11.65,-18.175,-25.55,31
12,1926,-0.6,-3.2,-6.4,-10.825,-15,31
12,1945,-5.25,-6.225,-8.05,-10.425,-11.7,31
12,1961,-3.35,-5.975,-8.35,-12.225,-17.5,31
12,1914,-3.85,-6.1,-13.05,-15.825,-17.2,31
12,1908,-1.95,-3.9,-5.8,-8.725,-11.95,31
12,1934,-8.05,-8.625,-10.25,-12.925,-17.75,31
12,1986,-2,-3.75,-6,-8.25,-11.5,31
12,1952,-1.95,-4.175,-5.85,-7.075,-7.75,31
12,1944,-5,-5.975,-7.2,-10.725,-15.55,31
12,1907,1.1,-3.75,-6.4,-10.85,-11.95,31
12,1973,-1.35,-2.35,-5.3,-8.6,-16.1,31
12,1995,-3,-4.75,-6.5,-8.875,-15,31
12,1899,1.1,-1.225,-5,-8.025,-15.3,31
12,1960,0.25,-1.825,-5,-9.15,-12.25,31
12,1963,0.3,-2.075,-7.5,-9.85,-14.75,31
12,1901,0,-1.375,-4.45,-7.225,-8.3,31
12,1996,-5.25,-7,-9.5,-21.25,-27,31
12,1910,-0.85,-2.225,-5,-7.25,-9.45,31
12,1966,-0.25,-1.8,-4.2,-7.65,-11.15,31
12,1955,-4.75,-7.525,-11.1,-15.55,-22.25,31
12,1894,-3.35,-4.575,-7.5,-11.275,-15,31
12,1896,0.8,-0.125,-1.7,-4.425,-10,31
12,1975,1.35,-1.25,-6.65,-10.125,-14.45,31
12,1916,-4.15,-7.75,-10,-15.8,-21.1,31
